Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malawi,MWI,350.6433198,507.0049444,562.2785506,613.9578894,658.3859934,701.9055847,734.3087696,758.5815996,763.0283435,790.0259879,821.6072481,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malaysia,MYS,6755.131405,12797.95133,17587.35498,18856.97623,19809.92335,19328.75823,20675.01874,21866.34075,23114.02791,24194.46994,25638.58801,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Maldives,MDV,..,..,8523.747433,9250.395765,10227.66861,9791.464987,10301.70576,11126.9456,11368.23352,11833.97026,12529.67356,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mali,MLI,708.1673871,961.8157314,1325.690525,1373.104881,1421.785351,1448.53239,1503.128065,1528.400301,1510.598605,1514.197268,1599.213684,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malta,MLT,10939.13467,19050.88265,22291.33607,23620.87828,25462.06444,25836.97042,26671.46656,28177.54023,28276.19825,29126.82662,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Marshall Islands,MHL,1952.340114,2382.690761,3132.239281,3332.168559,3327.903832,3267.716949,3436.516199,3505.269694,3660.115758,3792.793372,3802.685603,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritania,MRT,1810.165062,2167.342972,3128.768302,3216.691402,3231.453879,3141.67226,3248.841916,3375.046539,3550.252127,3713.640706,3911.756885,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritius,MUS,4891.31469,8995.164074,12103.32934,13097.56106,14039.59865,14538.87851,15283.45255,16179.29153,16949.70779,17713.6564,18585.41678,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mexico,MEX,6019.258014,10318.53031,13144.18104,13712.89813,14272.19514,13906.0077,14582.73445,15729.6434,16116.5826,16155.98112,17107.90599,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,1785.85373,2510.505151,3039.720826,3073.794899,3071.641995,3140.10039,3269.641343,3410.284084,3489.742509,3408.949573,3330.523025,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Moldova,MDA,4162.200456,1845.735739,3200.438226,3394.270412,3736.68859,3544.025744,3845.635588,4179.214809,4225.015661,4692.159218,4982.640131,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mongolia,MNG,3310.861425,3689.700412,5949.15142,6644.318275,7274.126952,7128.216004,7552.646083,8889.345538,9985.444695,11113.1579,11945.65699,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Montenegro,MNE,..,6614.720306,10529.07042,12484.42351,13919.9374,13131.93142,13430.27241,14215.54372,13729.6616,14286.0374,14338.03803,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Morocco,MAR,2541.877749,3549.436669,5304.833,5533.272323,5909.276762,6133.760046,6365.185157,6746.899456,6976.688219,7310.49447,7490.688066,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mozambique,MOZ,242.3845604,440.3525845,720.4239655,772.4257715,818.4804732,852.8593034,895.4996639,951.8253639,1009.756759,1067.530399,1129.348467,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Namibia,NAM,3694.589165,4843.200509,7058.51356,7617.350335,7849.99947,7797.928202,8212.329315,8625.717922,9017.95715,9445.728001,9955.523233,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nepal,NPL,774.5920996,1220.46425,1588.265153,1668.740402,1787.40582,1863.683463,1956.465866,2042.140687,2152.746219,2247.695123,2374.214404,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Netherlands,NLD,18813.69113,31536.50939,40840.80736,43663.59595,46140.34644,44400.70456,44742.98583,46388.29359,46378.78463,46736.98957,47662.51707,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Zealand,NZL,14827.13077,21567.59449,27669.14581,29183.12747,29559.11216,30497.97545,31028.14871,32283.02948,32932.23784,35133.39874,36390.47372,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nicaragua,NIC,1951.862765,2754.333029,3578.083694,3817.18636,3951.247179,3822.164428,3942.822619,4223.427239,4466.619788,4682.973533,4918.271277,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Niger,NER,585.3607425,603.8282498,720.859443,735.3715889,791.3179015,761.9909234,804.0510285,807.1930209,882.8452641,900.1511357,937.7439093,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nigeria,NGA,1958.68657,2247.88503,3994.771889,4266.961628,4502.205379,4723.091456,5019.186061,5230.598854,5404.837704,5628.190588,5911.23311,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Norway,NOR,18244.06066,36799.33656,54723.67047,56862.8393,62431.58187,56185.37711,58772.36471,62736.68047,66363.37225,65640.16265,64855.95016,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Oman,OMN,22645.24526,35287.85725,39424.79603,41618.14063,44900.79057,46098.88797,45884.95858,42479.20132,41925.71314,40121.67446,38630.69086,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pakistan,PAK,1975.819631,2775.632634,3845.526136,4054.641798,4118.690108,4179.734024,4209.69803,4322.534383,4458.871969,4623.882648,4811.362877,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Palau,PLW,..,10220.03673,13122.1911,13407.98407,12961.38044,11589.77916,11867.72823,13033.65817,13773.54316,13587.73017,14756.67112,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Panama,PAN,4854.140416,7957.909645,11069.54181,12519.06377,13692.1616,14099.71583,14852.12786,16511.05477,18223.95396,19714.22496,20894.72324,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Papua New Guinea,PNG,1038.47601,1472.173297,1672.269239,1795.976583,1906.657151,1992.353002,2122.70745,2345.065877,2524.800689,2647.334928,2854.748425,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Paraguay,PRY,3901.573552,4822.976061,5799.017847,6188.423416,6621.203833,6322.524743,7142.057039,7504.677492,7443.750564,8499.795776,8911.354513,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Peru,PER,3403.908457,5156.994988,7339.91054,8078.057703,8879.969878,8929.207139,9677.900326,10378.57187,11045.49351,11699.17588,11988.93123,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Philippines,PHL,2591.926921,3350.700952,4546.350973,4899.392332,5126.222731,5147.801513,5524.15441,5754.112442,6150.241307,6575.814038,6968.969073,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Poland,POL,6002.703666,10610.72963,15153.01523,16892.04025,18046.15159,19145.63185,20868.66189,22520.0128,23339.61007,23902.85061,24744.45599,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Portugal,PRT,11198.23555,17852.14538,23887.03544,25224.09588,26095.78141,26217.25382,26924.43523,26932.40813,27000.40092,27651.23881,28392.59472,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Puerto Rico,PRI,16336.20697,25747.50944,34256.91035,34198.68848,34443.78037,34071.24489,33756.79779,34121.07729,34183.14202,34937.67807,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Qatar,QAT,..,86725.54203,112591.9241,114340.4684,116435.5226,114656.7792,125088.006,134117.4309,135359.458,137813.454,140649.1677,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Romania,ROM,5191.874911,5727.831043,11427.04717,13243.30975,15989.69535,15820.37678,16568.39809,17624.5218,18420.16043,19167.05725,19401.34962,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Russian Federation,RUS,8012.802317,6825.410456,14916.1829,16648.59111,20163.61168,19386.58953,20497.95879,22569.81427,24063.42668,25032.94989,25635.85116,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Rwanda,RWA,549.6198537,633.7507518,996.6718639,1072.052347,1181.54477,1230.524243,1301.696952,1397.224691,1509.98351,1566.512695,1660.55391,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Samoa,WSM,2358.120433,3428.034359,4960.243776,5379.576046,5504.147818,5243.269337,5294.641068,5671.137156,5753.280236,5681.443234,5789.045628,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sao Tome and Principe,STP,..,..,2284.270557,2368.718194,2556.498155,2621.650233,2712.781694,2839.895903,2958.528753,3061.376498,3176.254672,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Saudi Arabia,SAU,22843.10037,28013.20959,36601.90395,38814.51442,41853.09966,41897.8915,43351.76769,47474.04338,49706.65218,50585.13856,51924.36081,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Senegal,SEN,1204.49723,1524.945573,1934.80735,2028.538474,2086.197658,2092.756129,2142.948291,2159.022888,2223.250745,2265.614967,2333.104722,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Serbia,SRB,..,5777.664948,9895.795212,10453.59338,11892.81897,11806.1507,11805.28352,12571.89036,12805.7272,13019.85119,12659.66989,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Seychelles,SYC,9123.92022,14626.49453,17516.58937,19755.04077,19275.49313,19131.59757,19951.64276,22556.41933,24110.49209,25626.7983,26385.59795,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sierra Leone,SLE,888.8567604,815.2261642,1098.493294,1185.173938,1243.519034,1264.19271,1318.010904,1374.579145,1577.633256,1893.449729,1966.119382,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Singapore,SGP,22179.74333,40949.54556,59957.25326,64421.36385,63394.30587,61603.79366,70598.32005,74949.06837,76988.0982,80295.02799,82763.3796,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,36327.2319,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovak Republic,SVK,..,11161.43353,18822.38425,21441.4676,23844.9745,23179.73796,24498.79315,25167.45953,25802.28598,26583.72109,27711.47949,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovenia,SVN,..,17882.38473,25885.30964,27680.60928,29598.13142,27515.12423,27588.67891,28513.47483,28436.00313,28669.79778,29962.66931,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Solomon Islands,SLB,1158.601909,1371.662572,1534.731167,1651.874965,1763.154933,1655.210388,1752.11988,1976.4069,2061.50596,2110.996436,2130.438908,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Africa,ZAF,6698.479795,7868.306617,10643.23793,11354.90764,11780.58526,11521.3577,11842.41953,12290.89436,12596.68351,12866.67732,13046.21129,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Sudan,SSD,..,..,..,..,3591.90892,3637.873769,3717.215638,3461.751039,1818.598395,2001.769409,2018.875817,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Spain,ESP,13707.93637,21875.39072,30879.8564,32806.70755,33729.51679,32807.20617,32350.51622,32530.09314,32388.15488,32527.50501,33211.26546,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sri Lanka,LKA,2377.958441,4319.073885,6291.870671,6836.038623,7309.359752,7549.437213,8173.062027,8949.312519,10207.6608,10630.49211,11181.24998,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Kitts and Nevis,KNA,9268.968723,15128.53322,20190.08538,21041.22261,22065.15172,20734.8265,20064.42557,20571.9698,20433.22949,21681.56418,23239.49064,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Lucia,LCA,5178.634546,7943.225128,10148.48965,10329.89946,10664.83117,10546.44751,10361.81045,10538.22527,10519.5121,10608.0728,10733.04383,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Vincent and the Grenadines,VCT,3604.502979,5989.051042,9194.853112,9274.910635,10082.75499,9937.883086,9715.32926,9871.64874,10188.2436,10513.40698,10727.28682,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sudan,SDN,1133.190329,1769.652859,2591.937508,2883.714026,3080.764727,3116.2031,3175.273943,3478.252239,3871.816344,3974.586757,4069.345209,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Suriname,SUR,6840.543688,7621.723237,11732.3214,12533.85276,13159.39724,13502.62589,14216.54879,15119.74355,15710.9059,16246.40499,16637.57551,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Swaziland,SWZ,4082.031076,5432.226588,6860.09841,7182.478992,7374.398207,7396.507962,7487.509512,7620.196615,7867.02588,8095.188507,8292.087815,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sweden,SWE,20099.44692,29384.53696,37594.46396,40564.99845,41880.84077,39669.93687,41727.17612,43709.21145,43869.38437,44585.97002,45183.01969,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Switzerland,CHE,26765.45577,34509.28864,43377.7759,47409.46492,50438.76295,49919.24323,51321.5097,54550.68937,55857.38465,56896.88852,57235.25201,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tajikistan,TJK,2349.639515,939.7408345,1653.075401,1790.925666,1928.200978,1972.915225,2080.044377,2229.445742,2385.230274,2541.90826,2690.752881,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tanzania,TZA,951.8317127,1180.742537,1711.3887,1847.864593,1927.688998,1983.222862,2068.488487,2206.910779,2288.209289,2413.331041,2537.8951,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Thailand,THA,4298.562681,7314.542194,10977.61174,11850.21509,12272.7398,12257.13618,13309.4192,13654.27246,14859.22989,15438.27983,15735.07258,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Timor-Leste,TMP,..,1119.794896,1178.148409,1325.158607,1516.904332,1697.342272,1847.226269,1965.522007,2075.030217,2106.966198,2226.962905,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Togo,TGO,872.6352851,1032.035726,1117.607504,1142.10215,1158.45847,1175.823679,1204.604894,1255.087825,1317.170706,1368.067384,1428.82077,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tonga,TON,2308.977992,3652.478548,4520.067137,4399.552523,4567.116508,4625.408634,4852.021362,5030.652213,5130.445203,5049.745457,5211.111149,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Trinidad and Tobago,TTO,7838.678651,14373.17838,27044.02864,28947.8226,30374.53987,29123.29828,29307.95593,29765.03096,30558.00636,31396.86958,31967.2209,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tunisia,TUN,3669.317186,6104.332147,8493.496777,9216.13558,9696.704957,9960.944129,10330.23644,10218.57874,10723.68164,11086.3013,11435.6281,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkey,TUR,4444.212381,9323.41624,13034.43717,14036.19041,15181.65865,14655.79096,16154.65858,17873.69844,18196.01332,18788.69824,19199.49692,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkmenistan,TKM,5398.951046,4241.098422,6550.376989,7381.337378,8528.055686,9004.811438,9828.718148,11360.50215,12683.71929,14003.95435,15473.58383,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tuvalu,TUV,1531.346373,2428.779986,2796.861693,3043.63125,3342.866072,3212.379397,3156.748086,3488.248359,3551.292941,3645.083572,3765.302222,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uganda,UGA,499.8427288,843.5686037,1225.917546,1319.332522,1414.153425,1478.044546,1522.078551,1648.531066,1695.714387,1720.280037,1770.856906,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ukraine,UKR,6780.273839,3812.138111,7202.3367,8025.898666,8417.004142,7257.897526,7685.569632,8281.867126,8468.305667,8614.080338,8665.486173,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Arab Emirates,ARE,74017.30065,84974.89409,82754.28198,75426.79351,69124.39621,59100.38054,56245.47816,57594.12668,61144.86785,64111.46906,67674.13447,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Kingdom,GBR,17984.94758,27448.33647,36908.87725,37507.00122,37775.87739,36373.52688,35855.09061,36590.15937,37607.90595,38742.56478,39762.1322,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United States,USA,23954.47935,36449.85512,46437.06712,48061.53766,48401.42734,47001.55535,48374.05646,49781.35749,51456.65873,52980.04363,54629.49517,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uruguay,URY,6360.386618,10204.91446,12376.34403,13501.56642,14705.51664,15391.16953,16736.856,17904.81986,18770.15311,19955.5563,20884.26549,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uzbekistan,UZB,1959.360176,1958.932465,2947.214645,3266.259803,3585.991287,3840.542875,4100.482835,4412.474193,4788.986332,5167.8223,5573.112675,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vanuatu,VUT,1647.700273,2237.584965,2533.85912,2669.742795,2828.478687,2874.87888,2888.349379,2915.239621,2951.05593,2985.642027,3030.558197,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Venezuela, RB",VEN,9339.953024,11427.40708,14830.9158,16289.44133,17208.19337,16523.93967,16228.34081,17001.91324,18019.60101,18275.51658,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vietnam,VNM,970.2356524,2100.243076,3383.69504,3681.316118,3924.101329,4123.425804,4395.510163,4716.9762,5000.509451,5294.358927,5628.952261,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,West Bank and Gaza,WBG,..,3333.562181,3848.013437,3782.439748,3423.596339,4053.048933,4078.495891,4358.655078,4921.193372,4646.257632,4508.98883,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Yemen, Rep.",YEM,2192.436838,3135.572383,3883.045238,4004.21835,4128.411821,4212.586493,4286.404038,3616.243909,3673.873373,3784.637642,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zambia,ZMB,1498.419386,1665.374508,2403.156107,2598.225633,2773.301445,2963.155989,3210.864332,3381.356194,3563.652372,3743.237464,3904.025445,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zimbabwe,ZWE,1632.68393,1998.49185,1449.120124,1415.027698,1170.461903,1229.382424,1360.876026,1523.621784,1678.353543,1740.008331,1791.514044,..
