K, split, length of training data, accuracy
K, split, length of training data, accuracy
1,0.01,98.78381732439811
1,0.01,96.98660714285714
1,0.01,96.44845934909046
1,0.01,94.86670799752015
1,0.01,95.58257848368284
1,0.01,97.51429281630624
1,0.01,96.86839816080527
1,0.01,96.14717542120911
1,0.01,96.56327543424318
1,0.01,96.0655330768276
2,0.01,93.83145091225022
2,0.01,91.9358846918489
2,0.01,98.17640491254187
2,0.01,93.8904755991556
2,0.01,98.8213399503722
2,0.01,97.23153320918684
2,0.01,98.60990443092963
2,0.01,97.47180567604413
2,0.01,98.80641551659829
2,0.01,96.88353613111498
3,0.01,98.26259617771159
3,0.01,97.85253227408143
3,0.01,98.17345924453281
3,0.01,97.92107556330139
3,0.01,97.85333167886834
3,0.01,97.58064516129032
3,0.01,97.56763464879623
3,0.01,97.35502297280516
3,0.01,97.83201189296334
3,0.01,93.28376703841388
4,0.01,98.37529455537641
4,0.01,98.52118802038027
4,0.01,95.22510231923602
4,0.01,98.8324431747609
4,0.01,95.99404688081358
4,0.01,90.63777089783281
4,0.01,95.78006702246493
4,0.01,96.54103644929333
4,0.01,94.67873976680724
4,0.01,95.47882250652093
5,0.01,98.77293009419931
5,0.01,96.16387337057728
5,0.01,96.83465739821251
5,0.01,95.75126966431314
5,0.01,97.71371769383698
5,0.01,97.75099403578528
5,0.01,97.2080903337883
5,0.01,94.39612326043738
5,0.01,97.66836165199058
5,0.01,97.76951672862454
6,0.01,98.14791796146675
6,0.01,97.25534028812717
6,0.01,97.01789264413519
6,0.01,96.97157751023954
6,0.01,97.12301587301587
6,0.01,97.64560099132589
6,0.01,97.12372923382098
6,0.01,96.64396284829722
6,0.01,97.30836020838501
6,0.01,96.86839816080527
7,0.01,96.83622828784118
7,0.01,97.25806451612902
7,0.01,96.55215180453925
7,0.01,96.95765553209984
7,0.01,95.65702940811515
7,0.01,96.81829480487198
7,0.01,95.85093167701864
7,0.01,98.46192011907715
7,0.01,96.02230483271376
7,0.01,97.43494423791822
8,0.01,97.52137811376875
8,0.01,96.97345571818407
8,0.01,97.53040456689006
8,0.01,1,0.01,98.80996653030867
1,0.01,95.84470354750682
1,0.01,98.83461443094471
1,0.01,95.67265964042157
1,0.01,98.82090107980638
1,0.01,97.90374596874226
1,0.01,98.77140729709606
1,0.01,98.00074506395133
1,0.01,98.84658315763363
1,0.01,97.85413048871247
2,0.01,93.32754557856877
2,0.01,97.78524324996889
2,0.01,97.18292380243237
2,0.01,90.7379891035166
2,0.01,97.78300718355214
2,0.01,96.74857284686026
2,0.01,98.24866476214135
2,0.01,95.52497830668155
2,0.01,98.69727047146401
2,0.01,97.95690936106983
3,0.01,97.87498446626071
3,0.01,95.65055762081785
3,0.01,97.66922886188941
3,0.01,94.70551766893986
3,0.01,96.94864797816919
3,0.01,98.41092489137182
3,0.01,97.87498446626071
3,0.01,96.55686761963953
3,0.01,96.61668112529433
3,0.01,94.55310720475364
4,0.01,96.864154685176
4,0.01,97.31402401287288
4,0.01,97.23222042944025
4,0.01,96.88740079365078
4,0.01,96.39806906795395
4,0.01,96.93358162631905
4,0.01,96.24162738774498
4,0.01,97.0734126984127
4,0.01,95.55941453733566
4,0.01,97.47337131533317
5,0.01,94.80728714834552
5,0.01,97.67038413878562
5,0.01,97.90712074303406
5,0.01,97.41016109045849
5,0.01,97.65712160654519
5,0.01,95.60153636476272
5,0.01,98.4718598583675
5,0.01,96.09937888198758
5,0.01,97.72079772079772
5,0.01,96.88778673279603
6,0.01,96.82972136222911
6,0.01,97.09050389996285
6,0.01,97.10162955591491
6,0.01,97.09050389996285
6,0.01,98.73354854730569
6,0.01,98.3740846468909
6,0.01,97.25806451612902
6,0.01,98.11015790128062
6,0.01,97.9371194233876
6,0.01,97.16268120431172
7,0.01,97.85119860886846
7,0.01,96.17391304347827
7,0.01,97.53224206349206
7,0.01,97.11586275484834
7,0.01,97.8530652767436
7,0.01,97.66343524732787
7,0.01,95.90469099032018
7,0.01,96.97157751023954
7,0.01,96.55812801782841
7,0.01,97.80832095096582
8,0.01,97.8871488938603
8,0.01,97.44035785288271
8,0.01,98.08838133068521
8,0.01,98.151364764268
8,0.01,96.89672293942402
8,0.01,97.81420765027322
8,0.01,97.36842105263158
8,0.01,95.80280640754998
8,0.01,97.73884954652752
8,0.01,96.11807019719707
9,0.01,95.75524388730297
9,0.01,97.6320357054302
9,0.01,95.95834366476569
9,0.01,97.2184279150627
9,0.01,97.7780536246276
9,0.01,95.12588366612923
9,0.01,96.73024523160763
9,0.01,98.36329820210787
9,0.01,95.89126117179741
9,0.01,97.71456961868091
10,0.01,97.03179334326876
10,0.01,97.96551296365216
10,0.01,96.63980161190328
10,0.01,95.42183622828784
10,0.01,96.37222015157163
10,0.01,96.10373495470903
10,0.01,97.45972738537795
10,0.01,96.66335896799801
10,0.01,96.94485842026825
10,0.01,97.48013902681232
1,0.03,98.30615598533687
1,0.03,98.07813882918195
1,0.03,98.41732084071917
1,0.03,98.56943916951512
1,0.03,97.9506641366224
1,0.03,98.47754377061659
1,0.03,98.31474911302584
1,0.03,98.18020978137243
1,0.03,98.82471881713636
1,0.03,98.79670677644079
2,0.03,96.86591684569696
2,0.03,97.1710027784794
2,0.03,98.35609509357613
2,0.03,97.38876917226517
2,0.03,97.63440860215053
2,0.03,98.60988247188172
2,0.03,96.93491422805248
2,0.03,96.41772151898735
2,0.03,96.19385942654148
2,0.03,96.36133922931144
3,0.03,97.43037974683544
3,0.03,98.26801517067004
3,0.03,98.37810440952863
3,0.03,98.67105429692444
3,0.03,98.83485309017223
3,0.03,98.82308276385726
3,0.03,98.51371951219512
3,0.03,98.18342374164249
3,0.03,98.4586228679722
3,0.03,98.80907132902573
4,0.03,97.82498735457764
4,0.03,98.52403179008452
4,0.03,98.66093986862052
4,0.03,98.80786303107165
4,0.03,97.9635719706552
4,0.03,97.42025670352015
4,0.03,98.66127810053044
4,0.03,98.51485148514851
4,0.03,98.41732084071917
4,0.03,98.84473784435698
